work_id,mp_name,district,block,village,category,description,sanctioned_cost_lakh,sanction_year,status,is_seeded_duplicate,duplicate_of
MPLAD-2021-101199,MP_30,Malda,Krishnanagar-II,Bahirgachi,Road,"Improvement and metalling of village approach road at Bahirgachi, Krishnanagar-II under MPLADS, Ward No. 1, Krishnanagar-II block, Malda district",44.25,2021,Ongoing,False,
MPLAD-2020-100484,MP_38,Bankura,Haringhata,Dhantala,Health,"Supply of ambulance to Haringhata Rural Hospital under MPLADS under MPLADS, Ward No. 22, Haringhata block, Bankura district",2.73,2020,Ongoing,False,
MPLAD-2023-100095,MP_16,Malda,Krishnanagar-II,Debagram,Health,"Construction of waiting shed at Debagram Sub-Centre under MPLADS, Ward No. 13, Krishnanagar-II block, Malda district",7.45,2023,Completed,False,
MPLAD-2024-101020,MP_34,Bankura,Santipur,Subarnapur,Electrification,"Installation of 4 solar street lights at Subarnapur, Santipur under MPLADS, Ward No. 6, Santipur block, Bankura district",32.99,2024,Completed,False,
MPLAD-2022-100563,MP_35,Hooghly,Karimpur-II,Fatepur,Sports,"Development of playground with boundary fencing at Fatepur under MPLADS, Ward No. 8, Karimpur-II block, Hooghly district",10.62,2022,Completed,False,
MPLAD-2019-100742,MP_30,Jalpaiguri,Haringhata,Bhatjangla,Road,"Improvement and metalling of village approach road at Bhatjangla, Haringhata under MPLADS, Ward No. 17, Haringhata block, Jalpaiguri district",25.12,2019,Completed,False,
MPLAD-2021-100863,MP_16,Nadia,Kaliganj,Kalinagar,Community,"Construction of community hall with toilet block at Kalinagar under MPLADS, Ward No. 20, Kaliganj block, Nadia district",18.58,2021,Completed,False,
MPLAD-2021-100891,MP_07,Birbhum,Ranaghat-I,Debagram,Community,"Renovation of crematorium boundary wall at Debagram under MPLADS, Ward No. 12, Ranaghat-I block, Birbhum district",3.12,2021,Ongoing,False,
MPLAD-2021-101038,MP_34,Murshidabad,Santipur,Aistala,Irrigation,"Re-excavation of village pond for irrigation at Aistala under MPLADS, Ward No. 9, Santipur block, Murshidabad district",41.45,2021,Completed,False,
MPLAD-2022-100206,MP_36,Hooghly,Hanskhali,Bahirgachi,Education,"Supply of benches and desks to Bahirgachi High School under MPLADS under MPLADS, Ward No. 4, Hanskhali block, Hooghly district",24.87,2022,Ongoing,False,
MPLAD-2019-100392,MP_20,Murshidabad,Krishnanagar-II,Kalinagar,Community,"Renovation of crematorium boundary wall at Kalinagar under MPLADS, Ward No. 5, Krishnanagar-II block, Murshidabad district",2.93,2019,Completed,False,
MPLAD-2022-100794,MP_04,Birbhum,Chakdaha,Fatepur,Education,"Supply of benches and desks to Fatepur High School under MPLADS under MPLADS, Ward No. 7, Chakdaha block, Birbhum district",9.1,2022,Sanctioned,False,
MPLAD-2021-100870,MP_38,Nadia,Ranaghat-I,Nokari,Electrification,"Providing LED high mast lighting at Nokari market area under MPLADS, Ward No. 2, Ranaghat-I block, Nadia district",17.79,2021,Completed,False,
MPLAD-2024-100397,MP_14,Hooghly,Krishnanagar-II,Nokari,Health,"Supply of ambulance to Krishnanagar-II Rural Hospital under MPLADS under MPLADS, Ward No. 19, Krishnanagar-II block, Hooghly district",10.92,2024,Ongoing,False,
MPLAD-2022-100766,MP_17,Hooghly,Kaliganj,Muragachha,Community,"Renovation of crematorium boundary wall at Muragachha under MPLADS, Ward No. 12, Kaliganj block, Hooghly district",35.61,2022,Ongoing,False,
MPLAD-2025-101189,MP_23,Howrah,Krishnanagar-II,Muragachha,Community,"Construction of community hall with toilet block at Muragachha under MPLADS, Ward No. 19, Krishnanagar-II block, Howrah district",36.36,2025,Completed,False,
MPLAD-2025-101028,MP_15,Hooghly,Krishnanagar-II,Muragachha,Electrification,"Installation of 7 solar street lights at Muragachha, Krishnanagar-II under MPLADS, Ward No. 7, Krishnanagar-II block, Hooghly district",16.46,2025,Completed,False,
MPLAD-2024-100642,MP_34,Bardhaman,Ranaghat-I,Panchberia,Road,"Construction of 940 m concrete road from Barasat to Rautari at Panchberia under MPLADS, Ward No. 24, Ranaghat-I block, Bardhaman district",35.02,2024,Completed,False,
MPLAD-2022-100612,MP_39,Jalpaiguri,Hanskhali,Fatepur,Road,"Construction of 1651 m concrete road from Rautari to Jaguli at Fatepur under MPLADS, Ward No. 22, Hanskhali block, Jalpaiguri district",27.81,2022,Completed,False,
MPLAD-2020-100960,MP_17,Murshidabad,Ranaghat-I,Panchberia,Community,"Renovation of crematorium boundary wall at Panchberia under MPLADS, Ward No. 10, Ranaghat-I block, Murshidabad district",18.44,2020,Completed,False,
MPLAD-2023-100725,MP_28,Bardhaman,Santipur,Barasat,Electrification,"Installation of 1 solar street lights at Barasat, Santipur under MPLADS, Ward No. 12, Santipur block, Bardhaman district",9.09,2023,Completed,False,
MPLAD-2023-100683,MP_34,Howrah,Hanskhali,Muragachha,Electrification,"Installation of 4 solar street lights at Muragachha, Hanskhali under MPLADS, Ward No. 6, Hanskhali block, Howrah district",15.37,2023,Ongoing,False,
MPLAD-2019-100098,MP_12,Bankura,Karimpur-II,Bhatjangla,Health,"Construction of waiting shed at Bhatjangla Sub-Centre under MPLADS, Ward No. 24, Karimpur-II block, Bankura district",40.52,2019,Completed,False,
MPLAD-2025-100804,MP_17,Nadia,Tehatta-I,Dhantala,Road,"Improvement and metalling of village approach road at Dhantala, Tehatta-I under MPLADS, Ward No. 6, Tehatta-I block, Nadia district",4.59,2025,Completed,False,
MPLAD-2019-100406,MP_10,Bankura,Kaliganj,Rautari,Sanitation,"Construction of 3 community sanitary complex at Rautari under MPLADS, Ward No. 19, Kaliganj block, Bankura district",4.29,2019,Ongoing,False,
MPLAD-2024-100502,MP_22,Howrah,Karimpur-II,Kalinagar,Health,"Construction of waiting shed at Kalinagar Sub-Centre under MPLADS, Ward No. 22, Karimpur-II block, Howrah district",34.79,2024,Completed,False,
MPLAD-2019-101071,MP_29,Purulia,Nakashipara,Aistala,Electrification,"Providing LED high mast lighting at Aistala market area under MPLADS, Ward No. 12, Nakashipara block, Purulia district",9.69,2019,Completed,False,
MPLAD-2025-101056,MP_16,Bardhaman,Chakdaha,Kalinagar,Road,"Improvement and metalling of village approach road at Kalinagar, Chakdaha under MPLADS, Ward No. 22, Chakdaha block, Bardhaman district",15.39,2025,Sanctioned,False,
MPLAD-2024-100929,MP_02,Jalpaiguri,Hanskhali,Kalinagar,Health,"Supply of ambulance to Hanskhali Rural Hospital under MPLADS under MPLADS, Ward No. 5, Hanskhali block, Jalpaiguri district",27.11,2024,Completed,False,
MPLAD-2021-100779,MP_26,Hooghly,Hanskhali,Muragachha,Sports,"Development of playground with boundary fencing at Muragachha under MPLADS, Ward No. 15, Hanskhali block, Hooghly district",9.85,2021,Completed,False,
MPLAD-2023-100200,MP_08,Bankura,Hanskhali,Bahirgachi,Community,"Construction of community hall with toilet block at Bahirgachi under MPLADS, Ward No. 5, Hanskhali block, Bankura district",13.94,2023,Sanctioned,False,
MPLAD-2020-100134,MP_08,Jalpaiguri,Kaliganj,Nokari,Water,"Construction of overhead water reservoir of 2000 litre capacity at Nokari under MPLADS, Ward No. 10, Kaliganj block, Jalpaiguri district",19.49,2020,Completed,False,
MPLAD-2020-101051,MP_31,Hooghly,Ranaghat-I,Dhantala,Education,"Construction of additional classroom block at Dhantala Primary School under MPLADS, Ward No. 8, Ranaghat-I block, Hooghly district",40.52,2020,Ongoing,False,
MPLAD-2024-100040,MP_23,Nadia,Krishnanagar-II,Fatepur,Sanitation,"Construction of 2 community sanitary complex at Fatepur under MPLADS, Ward No. 22, Krishnanagar-II block, Nadia district",19.61,2024,Completed,False,
MPLAD-2021-101017,MP_34,Birbhum,Kaliganj,Panchberia,Education,"Construction of additional classroom block at Panchberia Primary School under MPLADS, Ward No. 16, Kaliganj block, Birbhum district",14.15,2021,Sanctioned,False,
MPLAD-2025-100230,MP_33,Bardhaman,Kaliganj,Kalinagar,Electrification,"Providing LED high mast lighting at Kalinagar market area under MPLADS, Ward No. 15, Kaliganj block, Bardhaman district",10.77,2025,Completed,False,
MPLAD-2019-100378,MP_39,Malda,Hanskhali,Kalinagar,Education,"Supply of benches and desks to Kalinagar High School under MPLADS under MPLADS, Ward No. 1, Hanskhali block, Malda district",19.78,2019,Ongoing,False,
MPLAD-2020-100288,MP_26,Bardhaman,Krishnanagar-II,Bahirgachi,Education,"Construction of additional classroom block at Bahirgachi Primary School under MPLADS, Ward No. 17, Krishnanagar-II block, Bardhaman district",6.23,2020,Completed,False,
MPLAD-2024-100418,MP_24,Birbhum,Krishnanagar-II,Jaguli,Water,"Construction of overhead water reservoir of 3000 litre capacity at Jaguli under MPLADS, Ward No. 12, Krishnanagar-II block, Birbhum district",10.53,2024,Completed,False,
MPLAD-2025-100391,MP_33,Purulia,Chakdaha,Subarnapur,Road,"Construction of 1099 m concrete road from Nokari to Dhantala at Subarnapur under MPLADS, Ward No. 3, Chakdaha block, Purulia district",9.11,2025,Ongoing,False,
MPLAD-2023-100592,MP_17,Bankura,Krishnanagar-II,Rautari,Health,"Supply of ambulance to Krishnanagar-II Rural Hospital under MPLADS under MPLADS, Ward No. 2, Krishnanagar-II block, Bankura district",19.58,2023,Completed,False,
MPLAD-2019-101162,MP_31,Bardhaman,Ranaghat-I,Mamjoan,Community,"Renovation of crematorium boundary wall at Mamjoan under MPLADS, Ward No. 8, Ranaghat-I block, Bardhaman district",15.57,2019,Completed,False,
MPLAD-2020-101086,MP_31,Purulia,Krishnanagar-II,Jaguli,Road,"Construction of 1630 m concrete road from Bhatjangla to Subarnapur at Jaguli under MPLADS, Ward No. 11, Krishnanagar-II block, Purulia district",4.34,2020,Completed,False,
MPLAD-2022-100647,MP_19,Purulia,Tehatta-I,Kalinagar,Irrigation,"Re-excavation of village pond for irrigation at Kalinagar under MPLADS, Ward No. 16, Tehatta-I block, Purulia district",23.39,2022,Completed,False,
MPLAD-2023-101152,MP_05,Howrah,Santipur,Fatepur,Health,"Construction of waiting shed at Fatepur Sub-Centre under MPLADS, Ward No. 1, Santipur block, Howrah district",44.15,2023,Completed,False,
MPLAD-2021-100520,MP_03,Bardhaman,Kaliganj,Bahirgachi,Electrification,"Installation of 6 solar street lights at Bahirgachi, Kaliganj under MPLADS, Ward No. 3, Kaliganj block, Bardhaman district",34.38,2021,Completed,False,
MPLAD-2020-100064,MP_28,Nadia,Ranaghat-I,Aistala,Health,"Supply of ambulance to Ranaghat-I Rural Hospital under MPLADS under MPLADS, Ward No. 1, Ranaghat-I block, Nadia district",9.03,2020,Completed,False,
MPLAD-2019-100014,MP_11,Hooghly,Santipur,Bhatjangla,Education,"Supply of benches and desks to Bhatjangla High School under MPLADS under MPLADS, Ward No. 9, Santipur block, Hooghly district",43.66,2019,Ongoing,False,
MPLAD-2023-101180,MP_26,Murshidabad,Ranaghat-I,Nokari,Health,"Supply of ambulance to Ranaghat-I Rural Hospital under MPLADS under MPLADS, Ward No. 19, Ranaghat-I block, Murshidabad district",43.46,2023,Sanctioned,False,
MPLAD-2019-101064,MP_17,Bankura,Santipur,Barasat,Sanitation,"Construction of 6 community sanitary complex at Barasat under MPLADS, Ward No. 13, Santipur block, Bankura district",27.74,2019,Sanctioned,False,
MPLAD-2021-100492,MP_13,Jalpaiguri,Haringhata,Panchberia,Road,"Improvement and metalling of village approach road at Panchberia, Haringhata under MPLADS, Ward No. 1, Haringhata block, Jalpaiguri district",37.24,2021,Ongoing,False,
MPLAD-2020-100379,MP_23,Malda,Ranaghat-I,Mamjoan,Education,"Supply of benches and desks to Mamjoan High School under MPLADS under MPLADS, Ward No. 22, Ranaghat-I block, Malda district",6.11,2020,Completed,False,
MPLAD-2024-100187,MP_01,Howrah,Karimpur-II,Panchberia,Electrification,"Installation of 8 solar street lights at Panchberia, Karimpur-II under MPLADS, Ward No. 3, Karimpur-II block, Howrah district",3.18,2024,Ongoing,False,
MPLAD-2019-100763,MP_03,Nadia,Tehatta-I,Muragachha,Electrification,"Providing LED high mast lighting at Muragachha market area under MPLADS, Ward No. 18, Tehatta-I block, Nadia district",32.97,2019,Ongoing,False,
MPLAD-2025-100216,MP_05,Birbhum,Haringhata,Kalinagar,Education,"Supply of benches and desks to Kalinagar High School under MPLADS under MPLADS, Ward No. 6, Haringhata block, Birbhum district",43.09,2025,Completed,False,
MPLAD-2019-100791,MP_22,Birbhum,Krishnanagar-II,Panchberia,Water,"Construction of overhead water reservoir of 1000 litre capacity at Panchberia under MPLADS, Ward No. 18, Krishnanagar-II block, Birbhum district",27.53,2019,Completed,False,
MPLAD-2024-101076,MP_20,Murshidabad,Tehatta-I,Bahirgachi,Water,"Construction of overhead water reservoir of 6000 litre capacity at Bahirgachi under MPLADS, Ward No. 7, Tehatta-I block, Murshidabad district",37.29,2024,Completed,False,
MPLAD-2022-100878,MP_32,Malda,Kaliganj,Dhantala,Education,"Supply of benches and desks to Dhantala High School under MPLADS under MPLADS, Ward No. 18, Kaliganj block, Malda district",32.86,2022,Completed,False,
MPLAD-2020-100337,MP_35,Hooghly,Nakashipara,Debagram,Health,"Construction of waiting shed at Debagram Sub-Centre under MPLADS, Ward No. 23, Nakashipara block, Hooghly district",30.44,2020,Ongoing,False,
MPLAD-2024-100719,MP_08,Purulia,Santipur,Aistala,Community,"Construction of community hall with toilet block at Aistala under MPLADS, Ward No. 6, Santipur block, Purulia district",39.98,2024,Ongoing,False,
MPLAD-2020-100295,MP_20,Howrah,Kaliganj,Barasat,Road,"Construction of 1752 m concrete road from Rautari to Muragachha at Barasat under MPLADS, Ward No. 24, Kaliganj block, Howrah district",38.89,2020,Completed,False,
MPLAD-2020-101016,MP_15,Birbhum,Ranaghat-I,Barasat,Electrification,"Providing LED high mast lighting at Barasat market area under MPLADS, Ward No. 19, Ranaghat-I block, Birbhum district",31.52,2020,Completed,False,
MPLAD-2019-100455,MP_12,Nadia,Hanskhali,Subarnapur,Irrigation,"Re-excavation of village pond for irrigation at Subarnapur under MPLADS, Ward No. 4, Hanskhali block, Nadia district",9.98,2019,Completed,False,
MPLAD-2022-100815,MP_25,Bankura,Karimpur-II,Muragachha,Road,"Improvement and metalling of village approach road at Muragachha, Karimpur-II under MPLADS, Ward No. 11, Karimpur-II block, Bankura district",35.09,2022,Completed,False,
MPLAD-2022-100269,MP_08,Malda,Karimpur-II,Panchberia,Electrification,"Providing LED high mast lighting at Panchberia market area under MPLADS, Ward No. 11, Karimpur-II block, Malda district",38.5,2022,Completed,False,
MPLAD-2020-100995,MP_23,Purulia,Chakdaha,Jaguli,Sports,"Development of playground with boundary fencing at Jaguli under MPLADS, Ward No. 21, Chakdaha block, Purulia district",35.15,2020,Completed,False,
MPLAD-2024-100201,MP_39,Nadia,Tehatta-I,Muragachha,Water,"Installation of 5 deep tube wells with submersible pump at Muragachha under MPLADS, Ward No. 4, Tehatta-I block, Nadia district",38.13,2024,Sanctioned,False,
MPLAD-2019-100161,MP_21,Birbhum,Kaliganj,Aistala,Education,"Construction of additional classroom block at Aistala Primary School under MPLADS, Ward No. 1, Kaliganj block, Birbhum district",5.64,2019,Ongoing,False,
MPLAD-2020-100729,MP_12,Birbhum,Kaliganj,Debagram,Sports,"Development of playground with boundary fencing at Debagram under MPLADS, Ward No. 6, Kaliganj block, Birbhum district",23.68,2020,Ongoing,False,
MPLAD-2021-100401,MP_35,Malda,Kaliganj,Fatepur,Sanitation,"Construction of 1 community sanitary complex at Fatepur under MPLADS, Ward No. 22, Kaliganj block, Malda district",31.67,2021,Completed,False,
MPLAD-2021-100702,MP_36,Murshidabad,Ranaghat-I,Debagram,Sports,"Development of playground with boundary fencing at Debagram under MPLADS, Ward No. 9, Ranaghat-I block, Murshidabad district",19.24,2021,Completed,False,
MPLAD-2021-101129,MP_33,Birbhum,Nakashipara,Bhatjangla,Education,"Supply of benches and desks to Bhatjangla High School under MPLADS under MPLADS, Ward No. 9, Nakashipara block, Birbhum district",23.64,2021,Completed,False,
MPLAD-2024-100565,MP_16,Purulia,Chakdaha,Bhatjangla,Road,"Construction of 1712 m concrete road from Nokari to Bahirgachi at Bhatjangla under MPLADS, Ward No. 4, Chakdaha block, Purulia district",15.23,2024,Completed,False,
MPLAD-2025-101021,MP_29,Malda,Santipur,Subarnapur,Education,"Supply of benches and desks to Subarnapur High School under MPLADS under MPLADS, Ward No. 8, Santipur block, Malda district",44.97,2025,Completed,False,
MPLAD-2022-101025,MP_13,Nadia,Santipur,Nokari,Water,"Installation of 8 deep tube wells with submersible pump at Nokari under MPLADS, Ward No. 22, Santipur block, Nadia district",12.76,2022,Completed,False,
MPLAD-2024-101104,MP_14,Birbhum,Santipur,Fatepur,Sports,"Development of playground with boundary fencing at Fatepur under MPLADS, Ward No. 19, Santipur block, Birbhum district",11.98,2024,Ongoing,False,
MPLAD-2021-100205,MP_39,Howrah,Karimpur-II,Rautari,Education,"Construction of additional classroom block at Rautari Primary School under MPLADS, Ward No. 10, Karimpur-II block, Howrah district",11.78,2021,Completed,False,
MPLAD-2025-100034,MP_10,Nadia,Tehatta-I,Nokari,Community,"Renovation of crematorium boundary wall at Nokari under MPLADS, Ward No. 7, Tehatta-I block, Nadia district",24.59,2025,Completed,False,
MPLAD-2024-100775,MP_24,Birbhum,Hanskhali,Bhatjangla,Road,"Improvement and metalling of village approach road at Bhatjangla, Hanskhali under MPLADS, Ward No. 8, Hanskhali block, Birbhum district",17.04,2024,Completed,False,
MPLAD-2023-100508,MP_28,Bankura,Nakashipara,Muragachha,Irrigation,"Re-excavation of village pond for irrigation at Muragachha under MPLADS, Ward No. 13, Nakashipara block, Bankura district",23.42,2023,Sanctioned,False,
MPLAD-DUP-200077,MP_13,Jalpaiguri,Haringhata,Panchberia,Road,"Upgradation and black-topping of village approach road at Panchberia, Haringhata under MPLADS, Ward No. 1, Haringhata block, Jalpaiguri district",48.33,2022,Ongoing,True,MPLAD-2021-100492
